win,9.046360731124878 s,800,ab
win,27.302562952041626 s,1700,ab
win,14.683767557144165 s,2700,ab
win,6.192326784133911 s,3400,ab
win,22.45475959777832 s,4400,ab
win,17.157612800598145 s,5300,ab
win,27.560501098632812 s,6200,ab
win,19.51669216156006 s,700,emm
win,15.190841913223267 s,1700,emm
win,14.015063762664795 s,2700,emm
